recipe_name,meal_category,yield_quantity,cuisine,suitable_nationalities,ingredients_count,ingredients,verification_status,source_authority,source_url,last_verified_on,source_notes
ناسي غورينغ,غداء / Lunch,100,إندونيسي / Indonesian,إندونيسيا، ماليزيا,7,أرز ياسمين:18 | صدور دجاج:15 | بيض:50 | صلصة صويا:3 | جزر:3 | بصل:3 | فلفل حار:0.4,رسمي موثق / Official Verified,Indonesia Travel — official tourism portal,https://www.indonesia.travel/sa/ar/travel-ideas/gastronomy/the-ultimate-guide-to-must-try-indonesian-food,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
ناسي ليماك,إفطار / Breakfast,100,ماليزي / Malaysian,ماليزيا، سنغافورة,6,أرز ياسمين:16 | حليب جوز الهند:8 | بيض:100 | فول سوداني:4 | خيار:5 | فلفل حار:0.4,رسمي موثق / Official Verified,Tourism Malaysia,https://www.malaysia.travel/explore/malaysian-food-52-top-picks-you-shouldn-t-miss,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
نهاري لحم,غداء / Lunch,100,باكستاني / Pakistani,باكستان، بنغلاديش,7,لحم بقري:25 | بصل:5 | دقيق أبيض:2 | زنجبيل:1 | ثوم:1 | بهارات مشكلة:0.8 | خبز نان:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
نودلز بالدجاج,غداء / Lunch,100,آسيوي,بعثات آسيوي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
نودلز دجاج بالخضار,عشاء / Dinner,100,آسيوي / Asian,الصين، الفلبين، سنغافورة، تايلاند,6,نودلز:15 | صدور دجاج:18 | ملفوف:5 | جزر:4 | فلفل رومي:3 | صلصة صويا:3,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
نودلز صينية بالخضار,غداء / Lunch,100,صيني / Chinese,الصين، سنغافورة,6,نودلز:16 | بروكلي:5 | جزر:4 | فلفل رومي:4 | صلصة صويا:3 | زيت نباتي:2,رسمي موثق / Official Verified,Xi'an Municipal Government — Dining,https://en.xa.gov.cn/CultureTravel/Dining/1691691507897716737.html,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
نيهاري لحم,غداء / Lunch,100,باكستاني,بعثات باكستاني,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
هريس,غداء / Lunch,100,خليجي,بعثات خليجي,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
هريس دجاج خليجي,عشاء / Dinner,100,خليجي / Gulf,الإمارات، عمان، قطر، البحرين,5,برغل:15 | صدور دجاج:22 | زبدة:2 | قرفة:0.08 | ملح:0.5,رسمي موثق / Official Verified,Experience Abu Dhabi — official tourism portal,https://visitabudhabi.ae/en/plan-your-trip/culture-and-traditions/emirati-cuisine,2026-08-09,المصدر يثبت اسم/هوية الطبق؛ صيغة وكميات WAFD التشغيلية مستقلة وتحتاج اعتماداً تشغيلياً.
هوبرز سريلانكية,إفطار / Breakfast,100,سريلانكي / Sri Lankan,سريلانكا,5,أرز بسمتي:10 | حليب جوز الهند:8 | بيض:100 | سكر:1 | ملح:0.3,رسمي موثق / Official Verified,Sri Lanka Tourism,https://srilanka.travel/food,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة إفطار صائم الأساسية,إفطار صائم / Iftar,100,عام / General,جميع البعثات,8,لبن:100 | تمر سكري:2.5 | ماء 330 مل:100 | دقة مدينية:5000 | خبز عربي:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة إفطار صائم:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة إفطار صائم المسجد النبوي,إفطار رمضان / Ramadan Iftar,100,مدني / Madinah,جميع الجنسيات,8,لبن:100 | تمر سكري:2.5 | ماء 330 مل:100 | دقة مدينية:5000 | خبز عربي:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة إفطار صائم:100,تشغيلي داخلي / Internal Operational,الهيئة العامة للغذاء والدواء السعودية (SFDA),https://www.sfda.gov.sa/ar/HajjAndOmrah,2026-08-09,مرجع تشغيل لإفطار صائم؛ لا يضيف الغلاف الخارجي الخاص بالمشاريع الخارجية. اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة إفطار صائم مسجد القبلتين,إفطار رمضان / Ramadan Iftar,100,مدني / Madinah,جميع الجنسيات,8,لبن:100 | تمر سكري:2.5 | ماء 330 مل:100 | دقة مدينية:5000 | خبز عربي:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة إفطار صائم:100,تشغيلي داخلي / Internal Operational,الهيئة العامة للغذاء والدواء السعودية (SFDA),https://www.sfda.gov.sa/ar/HajjAndOmrah,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة إفطار صائم مسجد قباء,إفطار رمضان / Ramadan Iftar,100,مدني / Madinah,جميع الجنسيات,8,لبن:100 | تمر سكري:2.5 | ماء 330 مل:100 | دقة مدينية:5000 | خبز عربي:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة إفطار صائم:100,تشغيلي داخلي / Internal Operational,الهيئة العامة للغذاء والدواء السعودية (SFDA),https://www.sfda.gov.sa/ar/HajjAndOmrah,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة إفطار صائم مطورة,إفطار صائم / Iftar,100,عام / General,جميع البعثات,9,لبن:100 | تمر سكري:3 | ماء 330 مل:100 | دقة مدينية:5000 | خبز عربي:100 | سمبوسة خضار:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة إفطار صائم:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة إفطار صائم ميقات ذي الحليفة,إفطار رمضان / Ramadan Iftar,100,مدني / Madinah,جميع الجنسيات,8,لبن:100 | تمر سكري:2.5 | ماء 330 مل:100 | دقة مدينية:5000 | خبز عربي:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة إفطار صائم:100,تشغيلي داخلي / Internal Operational,الهيئة العامة للغذاء والدواء السعودية (SFDA),https://www.sfda.gov.sa/ar/HajjAndOmrah,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة استقبال رز ودجاج,غداء / Lunch,100,عام / General,جميع البعثات,8,أرز بسمتي:18 | دجاج كامل مبرد:50 | كيك فردي:100 | عصير 200 مل:100 | ماء 330 مل:100 | ملعقة بلاستيك:100 | منديل معطر:100 | علبة وجبة رئيسية:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة ترحيبية VIP,وجبة ترحيبية / Welcome Meal,100,عالمي / International,جميع البعثات,6,أرز بسمتي:17 | دجاج كامل مبرد:45 | ماء 330 مل:100 | عصير برتقال 200 مل:100 | كيك فردي:100 | علبة وجبة رئيسية:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة ترحيبية إفريقية,وجبة ترحيبية / Welcome Meal,100,إفريقي / African,البعثات الإفريقية,6,أرز بسمتي:18 | دجاج كامل مبرد:42 | طماطم:5 | بصل:4 | ماء 330 مل:100 | علبة وجبة رئيسية:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة ترحيبية إندونيسية,وجبة ترحيبية / Welcome Meal,100,إندونيسي / Indonesian,إندونيسيا,6,أرز ياسمين:18 | صدور دجاج:20 | صلصة صويا:2 | خيار:4 | ماء 330 مل:100 | علبة وجبة رئيسية:100,رسمي موثق / Official Verified,Indonesia Travel — official tourism portal,https://www.indonesia.travel/sa/ar/travel-ideas/gastronomy/the-ultimate-guide-to-must-try-indonesian-food,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة ترحيبية باكستانية,وجبة ترحيبية / Welcome Meal,100,باكستاني / Pakistani,باكستان,6,أرز بسمتي:18 | دجاج كامل مبرد:42 | بهارات برياني:0.7 | زبادي:8 | ماء 330 مل:100 | علبة وجبة رئيسية:100,رسمي موثق / Official Verified,Pakistan Tourism Development Corporation,https://tourism.gov.pk/pakistan.html,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة ترحيبية عربية,وجبة ترحيبية / Welcome Meal,100,عربي / Arabic,البعثات العربية,6,أرز بسمتي:18 | دجاج كامل مبرد:45 | حمص حب:5 | خبز عربي:100 | ماء 330 مل:100 | علبة وجبة رئيسية:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة ترحيبية ماليزية,وجبة ترحيبية / Welcome Meal,100,ماليزي / Malaysian,ماليزيا,6,أرز ياسمين:17 | صدور دجاج:20 | حليب جوز الهند:5 | فول سوداني:3 | ماء 330 مل:100 | علبة وجبة رئيسية:100,رسمي موثق / Official Verified,Tourism Malaysia,https://www.malaysia.travel/explore/malaysian-food-52-top-picks-you-shouldn-t-miss,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة ترحيبية هندية,وجبة ترحيبية / Welcome Meal,100,هندي / Indian,الهند,6,أرز بسمتي:18 | صدور دجاج:22 | كاري بودرة:0.6 | زبادي:8 | ماء 330 مل:100 | علبة وجبة رئيسية:100,رسمي موثق / Official Verified,Incredible India — Ministry of Tourism,https://www.prod.incredibleindia.gov.in/content/incredible-india-v2/en/destinations/delhi/food-and-cuisine.html,2026-08-09,اسم الطبق/النمط مرجعي؛ كميات 100 حصة هي معيار تشغيلي داخلي لـ WAFD وتحتاج اعتماد الشيف والبعثة قبل الإنتاج.
وجبة حج اقتصادية,غداء / Lunch,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة حج فاخرة,غداء / Lunch,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة رمضان اقتصادية,إفطار صائم / Iftar,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة رمضان فاخرة,إفطار صائم / Iftar,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة عمرة استقبال,عشاء / Dinner,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة فواكه فردية,وجبة خفيفة / Snack,100,عام / General,جميع البعثات,5,موز:12 | تفاح:12 | برتقال:12 | ماء 330 مل:100 | كيس ورقي:100,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة مؤتمر اقتصادية,غداء / Lunch,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة مؤتمر فاخرة,غداء / Lunch,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة مدرسية متوازنة,غداء / Lunch,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
وجبة مستشفى خفيفة,غداء / Lunch,100,موسمي / Seasonal,جميع البعثات,7,أرز بسمتي:16 | دجاج كامل مبرد:45 | بصل:4 | طماطم:4 | زيت نباتي:2 | ملح:0.6 | بهارات مشكلة:0.5,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
يخنة لحم بالخضار,غداء / Lunch,100,عام / General,جميع البعثات,6,لحم بقري:22 | بطاطس:10 | جزر:5 | كوسة:5 | طماطم:4 | بصل:3,تشغيلي داخلي / Internal Operational,WAFD ONE — operational reference,,,مرجع تشغيلي داخلي.
